nume,jud,pe_lista,"06_21 LP","06_21 LS","06_21 UM","06_21 LT","07_21 LP","07_21 LS","07_21 UM","07_21 LT"
"SASCA ROMÂNĂ",CS,284,20,4,0,24,72,9,0,81
SLATINA-NERA,CS,294,109,25,0,134,169,55,5,229
"SASCA MONTANĂ",CS,404,31,10,0,41,92,29,0,121
POTOC,CS,215,24,8,0,32,89,23,0,112
GORNEA,CS,457,57,8,0,65,240,34,15,289
SICHEVIŢA,CS,1262,74,2,0,76,325,24,2,351
LIBORAJDEA,CS,85,1,10,0,11,7,16,0,23
SLATINA-TIMIŞ,CS,1407,63,6,0,69,305,12,0,317
ILOVA,CS,617,32,3,0,35,244,8,0,252
"SADOVA NOUĂ",CS,193,11,3,0,14,78,5,0,83
"SADOVA VECHE",CS,313,15,3,0,18,54,9,0,63
SOCOL,CS,597,44,3,0,47,194,13,14,221
BAZIAŞ,CS,47,2,10,0,12,11,23,1,35
CÎMPIA,CS,463,30,3,0,33,133,15,16,164
ZLATIŢA,CS,617,89,8,0,97,267,22,15,304
"ŞOPOTU NOU",CS,275,39,11,0,50,114,26,1,141
RAVENSCA,CS,113,9,0,0,9,38,4,0,42
RĂCHITA,CS,100,5,1,0,6,29,5,0,34
STĂNCILOVA,CS,219,28,9,0,37,69,11,0,80
"VALEA ROŞIE",CS,212,28,4,0,32,103,10,0,113
TEREGOVA,CS,2338,99,5,0,104,692,29,0,721
RUSCA,CS,975,26,4,0,30,231,18,0,249
CÎRNECEA,CS,260,8,7,0,15,38,10,0,48
SECĂŞENI,CS,298,13,6,0,19,49,23,0,72
"TICVANIU MIC",CS,268,19,6,0,25,66,10,0,76
"TICVANIU MARE",CS,699,12,5,0,17,53,14,0,67
TÎRNOVA,CS,1373,52,7,0,59,262,28,0,290
TOPLEŢ,CS,1159,61,4,2,67,211,16,2,229
BÎRZA,CS,1037,53,8,0,61,190,29,0,219
"TURNU RUIENI",CS,704,34,5,0,39,215,14,0,229
BORLOVA,CS,1172,155,23,0,178,495,42,0,537
DALCI,CS,216,13,3,0,16,76,16,0,92
ZERVEŞTI,CS,441,39,7,0,46,156,18,0,174
ZLAGNA,CS,255,31,2,0,33,141,15,0,156
VĂLIUG,CS,657,14,6,0,20,55,20,0,75
VĂRĂDIA,CS,647,62,10,0,72,205,32,0,237
MERCINA,CS,475,20,7,0,27,137,14,0,151
ERSIG,CS,250,10,4,0,14,46,11,0,57
IZGAR,CS,244,9,6,0,15,45,15,0,60
VERMEŞ,CS,799,33,8,0,41,214,35,4,253
VRANI,CS,705,35,15,0,50,145,25,0,170
CIORTEA,CS,143,19,5,0,24,50,13,0,63
ZĂVOI,CS,1493,80,7,0,87,310,29,0,339
MĂGURA,CS,447,31,2,0,33,155,5,0,160
MĂRU,CS,890,36,8,0,44,257,23,0,280
"POIANA MĂRULUI",CS,59,4,10,0,14,8,28,0,36
VOISLOVA,CS,481,24,3,0,27,151,10,0,161
ZORLENCIOR,CS,112,16,15,0,31,40,44,0,84
"ZORLENŢU MARE",CS,681,13,18,0,31,137,92,0,229
CONSTANŢA,CT,264330,15498,1191,38,16727,38259,2826,123,41208
MAMAIA,CT,277,9,17,0,26,26,26,0,52
MANGALIA,CT,32380,1617,290,0,1907,4343,522,10,4875
NEPTUN,CT,1877,44,42,0,86,171,79,0,250
MEDGIDIA,CT,35120,1760,116,1,1877,4863,260,1,5124
"VALEA DACILOR",CT,1244,31,5,0,36,116,9,0,125
"REMUS OPREANU",CT,295,24,3,0,27,42,4,0,46
BĂNEASA,CT,2755,62,15,0,77,377,42,0,419
NEGURENI,CT,575,6,8,0,14,115,13,0,128
FĂUREI,CT,976,22,1,0,23,199,6,0,205
CERNAVODĂ,CT,15537,467,54,0,521,1436,137,0,1573
"EFORIE SUD",CT,4041,149,58,0,207,458,122,0,580
"EFORIE NORD",CT,5255,219,268,0,487,558,456,0,1014
HÂRŞOVA,CT,8427,229,21,0,250,873,63,0,936
"VADU OII",CT,316,7,3,0,10,41,7,0,48
MURFATLAR,CT,8150,337,21,0,358,1093,76,0,1169
SIMINOC,CT,996,40,1,0,41,168,12,0,180
NĂVODARI,CT,34613,1514,130,0,1644,3893,346,0,4239
"NEGRU VODĂ",CT,3729,116,15,0,131,363,56,0,419
DARABANI,CT,611,29,4,0,33,107,7,0,114
VÎLCELELE,CT,196,10,4,0,14,19,6,0,25
OVIDIU,CT,10899,333,34,0,367,1188,99,0,1287
POIANA,CT,862,29,3,0,32,90,38,0,128
CULMEA,CT,1041,58,10,0,68,173,21,0,194
TECHIRGHIOL,CT,6795,256,148,0,404,758,304,7,1069
"23 AUGUST",CT,2564,65,2,0,67,240,29,0,269
DULCEŞTI,CT,1124,24,3,0,27,64,7,0,71
MOŞNENI,CT,1048,12,2,0,14,43,9,0,52
ADAMCLISI,CT,962,48,9,0,57,159,25,10,194
ZORILE,CT,497,11,2,0,13,72,6,0,78
URLUIA,CT,288,10,4,0,14,36,15,0,51
ABRUD,CT,112,8,2,0,10,18,2,0,20
AGIGEA,CT,5192,317,50,0,367,989,108,17,1114
LAZU,CT,1604,83,24,2,109,270,62,2,334
ALBEŞTI,CT,1277,28,1,0,29,132,11,0,143
ARSA,CT,511,9,4,0,13,34,7,0,41
"COTU VĂII",CT,895,19,3,0,22,58,9,0,67
COROANA,CT,95,4,3,0,7,24,7,0,31
VÎRTOP,CT,218,12,2,0,14,49,4,0,53
ALIMAN,CT,661,18,4,0,22,47,13,0,60
DUNĂRENI,CT,1126,24,1,0,25,69,1,0,70
VLAHII,CT,408,10,1,0,11,39,6,0,45
AMZACEA,CT,1186,23,3,0,26,93,4,0,97
"GENERAL SCĂRIŞOREANU",CT,790,16,6,0,22,64,11,0,75
CASICEA,CT,353,31,0,0,31,74,5,0,79
BĂRĂGANU,CT,928,42,3,0,45,163,4,0,167
LANURILE,CT,749,6,1,0,7,45,4,0,49
CASTELU,CT,2512,74,5,0,79,258,15,0,273
NISIPARI,CT,1560,40,13,0,53,174,19,0,193
CERCHEZU,CT,416,25,5,0,30,158,28,0,186
CĂSCIOARELE,CT,228,21,2,0,23,87,8,0,95
VIROAGA,CT,389,3,7,0,10,31,11,0,42
MĂGURA,CT,70,15,2,0,17,35,10,0,45
CHIRNOGENI,CT,1506,35,5,0,40,189,22,1,212
PLOPENI,CT,865,12,2,0,14,46,13,0,59
CREDINŢA,CT,246,8,5,0,13,38,6,0,44
CIOBANU,CT,2534,57,7,0,64,228,17,0,245
MIORIŢA,CT,260,11,3,0,14,40,8,0,48
CIOCÎRLIA,CT,1256,57,7,0,64,250,19,0,269
"CIOCÎRLIA DE SUS",CT,1175,43,7,0,50,144,16,0,160
COBADIN,CT,5438,70,16,0,86,286,32,0,318
CONACU,CT,290,1,1,0,2,14,4,0,18
NEGREŞTI,CT,373,19,1,0,20,39,19,0,58
VIIŞOARA,CT,1294,32,6,0,38,118,15,0,133
COGEALAC,CT,2912,75,17,0,92,255,37,0,292
TARIVERDE,CT,847,16,5,0,21,92,9,0,101
"RÎMNICU DE JOS",CT,690,14,4,0,18,42,16,0,58
COMANA,CT,804,37,1,0,38,73,5,0,78
TĂTARU,CT,531,9,0,0,9,28,4,0,32
PELINU,CT,232,4,4,0,8,24,6,0,30
CORBU,CT,4554,140,28,0,168,497,80,0,577
VADU,CT,537,19,8,0,27,63,25,0,88
COSTINEŞTI,CT,958,49,2,0,51,135,55,0,190
SCHITU,CT,1758,62,11,0,73,246,32,0,278
CRUCEA,CT,921,27,6,0,33,84,27,0,111
GĂLBIORI,CT,254,7,0,0,7,32,2,0,34
BĂLTĂGEŞTI,CT,323,6,1,0,7,22,6,0,28
CRIŞAN,CT,291,6,0,0,6,32,2,0,34
STUPINA,CT,559,17,2,0,19,92,6,0,98
ŞIRIU,CT,175,3,0,0,3,13,0,0,13
CUMPĂNA,CT,11789,415,64,1,480,1497,155,2,1654
"CUZA VODĂ",CT,3108,38,2,0,40,192,14,0,206
DELENI,CT,328,26,1,0,27,83,7,6,96
PIETRENI,CT,692,31,1,0,32,166,12,6,184
ŞIPOTELE,CT,424,18,3,0,21,82,19,4,105
PETROŞANI,CT,455,41,5,0,46,113,14,7,134
DOBROMIR,CT,715,127,2,0,129,249,6,0,255
"DOBROMIRU DIN DEAL",CT,264,6,5,0,11,46,11,0,57
LESPEZI,CT,373,76,0,0,76,153,8,0,161
VĂLENI,CT,618,147,6,0,153,231,7,1,239
PĂDURENI,CT,117,1,3,0,4,24,6,0,30
CETATEA,CT,177,10,0,0,10,47,0,0,47
DUMBRĂVENI,CT,376,21,13,0,34,109,28,0,137
FURNICA,CT,52,11,14,0,25,26,24,0,50
FÎNTÎNELE,CT,1310,30,4,0,34,103,11,0,114
GÂRLICIU,CT,1298,19,2,0,21,117,13,3,133
GHINDĂREŞTI,CT,2237,21,4,0,25,128,11,0,139
GRĂDINA,CT,583,40,1,0,41,168,17,0,185
CHEIA,CT,295,18,6,0,24,82,11,0,93
HORIA,CT,698,16,17,0,33,72,25,0,97
TICHILEŞTI,CT,274,10,3,0,13,30,6,0,36
INDEPENDENŢA,CT,980,10,1,0,11,79,13,0,92
"MOVILA VERDE",CT,507,10,0,0,10,51,12,0,63
OLTENI,CT,315,10,2,0,12,39,10,0,49
TUFANI,CT,266,11,2,0,13,50,4,0,54
"FÎNTÎNA MARE",CT,291,10,0,0,10,19,2,0,21
"ION CORVIN",CT,504,23,10,0,33,136,17,7,160
VIILE,CT,787,32,2,2,36,177,11,22,210
RARIŞTEA,CT,195,5,4,0,9,58,16,0,74
CRÎNGU,CT,78,10,3,0,13,29,13,0,42
ISTRIA,CT,1109,31,4,0,35,161,20,0,181
NUNTAŞI,CT,868,18,3,0,21,75,10,0,85
LIMANU,CT,2769,58,6,0,64,279,24,0,303
"2 MAI",CT,2697,59,14,0,73,265,47,0,312
LIPNIŢA,CT,766,16,15,0,31,68,33,0,101
COSLUGEA,CT,616,13,2,0,15,48,4,0,52
CANLIA,CT,424,16,2,0,18,66,12,0,78
CARVĂN,CT,338,7,5,0,12,45,17,0,62
IZVOARELE,CT,96,13,10,0,23,29,12,0,41
GORUNI,CT,80,10,3,0,13,18,4,0,22
CUIUGIUC,CT,153,12,5,0,17,40,5,0,45
LUMINA,CT,7837,187,37,0,224,692,127,0,819
OITUZ,CT,693,9,1,0,10,50,6,0,56
SIBIOARA,CT,349,23,4,0,27,62,12,0,74
MERENI,CT,1110,23,1,0,24,96,7,0,103
OSMANCEA,CT,474,18,0,0,18,87,11,0,98
CIOBĂNIŢA,CT,227,14,4,0,18,40,11,0,51
"MIHAI VITEAZU",CT,1560,22,0,0,22,140,2,0,142
SINOIE,CT,1172,21,1,0,22,67,7,0,74
"MIHAIL KOGĂLNICEANU",CT,7138,206,25,0,231,705,74,0,779
PIATRA,CT,957,13,4,0,17,66,22,0,88
"PALAZU MIC",CT,266,2,6,0,8,15,11,0,26
"MIRCEA VODĂ",CT,1691,54,3,0,57,241,18,0,259
"SATU NOU",CT,2277,69,3,0,72,338,27,0,365
"NICOLAE BĂLCESCU",CT,2795,63,7,0,70,263,23,0,286
DOROBANŢU,CT,1516,36,0,0,36,143,0,0,143
OLTINA,CT,1426,31,8,0,39,151,18,0,169
RĂZOARELE,CT,507,12,8,0,20,79,26,0,105
"SATU NOU",CT,161,6,1,0,7,25,9,0,34
OSTROV,CT,2085,45,11,0,56,212,29,0,241
ALMĂLĂU,CT,684,18,6,0,24,81,17,0,98
ESECHIOI,CT,191,14,3,0,17,65,9,0,74
GÎRLIŢA,CT,241,25,2,0,27,102,14,0,116
GALIŢA,CT,559,28,7,0,35,85,11,0,96
BUGEAC,CT,155,8,3,0,11,35,11,0,46
PANTELIMON,CT,590,20,0,0,20,75,2,0,77
"PANTELIMON DE JOS",CT,217,5,1,0,6,16,6,0,22
RUNCU,CT,347,15,3,0,18,30,7,0,37
NISTOREŞTI,CT,233,6,2,0,8,20,5,0,25
PECINEAGA,CT,2667,55,13,0,68,185,28,0,213
PEŞTERA,CT,1544,35,5,0,40,207,14,0,221
"IVRINEZU MARE",CT,710,15,5,0,20,78,15,0,93
"IZVORU MARE",CT,593,26,8,0,34,78,11,0,89
"POARTA ALBĂ",CT,3925,124,11,477,612,431,37,477,945
NAZARCEA,CT,424,20,0,0,20,56,2,0,58
RASOVA,CT,2024,26,0,0,26,120,7,0,127
COCHIRLENI,CT,927,18,2,0,20,78,11,0,89
FĂCLIA,CT,695,23,4,0,27,66,9,0,75
SALIGNY,CT,705,35,5,0,40,112,16,0,128
"ŞTEFAN CEL MARE",CT,447,11,7,0,18,51,15,0,66
SARAIU,CT,614,146,19,0,165,320,32,39,391
DULGHERU,CT,445,33,9,0,42,133,12,18,163
SĂCELE,CT,1923,70,3,0,73,185,21,0,206
"SEIMENII MICI",CT,721,21,1,0,22,79,4,0,83
SEIMENI,CT,460,20,2,0,22,57,13,0,70
DUNĂREA,CT,559,27,6,0,33,90,10,0,100
SILIŞTEA,CT,549,29,11,0,40,129,19,0,148
"TEPEŞ VODĂ",CT,612,78,5,0,83,183,11,13,207
TÂRGUŞOR,CT,1080,47,12,0,59,186,26,0,212
MIREASA,CT,265,16,8,0,24,39,13,0,52
TOPALU,CT,1415,37,9,0,46,116,26,0,142
TOPRAISAR,CT,2913,92,16,0,108,379,49,0,428
BIRUINŢA,CT,644,16,1,0,17,65,4,0,69
MOVILIŢA,CT,916,21,2,0,23,94,15,0,109
POTÎRNICHEA,CT,400,24,12,0,36,73,32,0,105
TORTOMAN,CT,1462,43,4,0,47,195,14,0,209
TUZLA,CT,5981,173,32,0,205,563,77,0,640
"VALU LUI TRAIAN",CT,12611,353,38,129,520,1231,165,129,1525
VULTURU,CT,574,15,0,0,15,71,4,0,75
"SFÎNTU GHEORGHE",CV,52285,1246,155,0,1401,3747,385,4,4136
CHILIENI,CV,730,12,0,0,12,50,0,0,50
COŞENI,CV,422,5,0,0,5,23,8,0,31
"TÂRGU SECUIESC",CV,15394,160,14,0,174,769,120,0,889
LUNGA,CV,1298,13,3,0,16,94,15,0,109
BIBORŢENI,CV,592,15,0,0,15,58,5,0,63
BODOŞ,CV,347,5,5,0,10,13,6,0,19
CĂPENI,CV,875,0,1,0,1,14,5,0,19
"RACOŞUL DE SUS",CV,738,11,3,0,14,23,6,0,29
BARAOLT,CV,4702,54,6,0,60,221,24,0,245
MICLOŞOARA,CV,366,4,2,0,6,18,7,0,25
CHIURUŞ,CV,404,4,0,0,4,16,7,0,23
COVASNA,CV,8905,147,513,0,660,593,903,0,1496
"ÎNTORSURA BUZĂULUI",CV,5231,185,30,0,215,856,62,0,918
BRĂDET,CV,957,16,0,0,16,117,9,0,126
FLOROAIA,CV,1173,21,2,0,23,148,17,0,165
"AITA MARE",CV,723,3,1,0,4,12,7,0,19
"AITA MEDIE",CV,630,5,0,0,5,12,4,0,16
ARCUŞ,CV,1314,6,0,0,6,39,8,0,47
BARCANI,CV,1973,72,11,0,83,285,19,0,304
LĂDĂUŢI,CV,546,14,6,0,20,77,7,0,84
SĂRĂMĂŞ,CV,574,17,4,0,21,138,42,0,180
"BĂŢANII MARI",CV,1636,12,2,0,14,64,6,0,70
"BĂŢANII MICI",CV,452,3,3,0,6,6,7,0,13
HERCULIAN,CV,875,8,4,0,12,42,8,0,50
"AITA SEACĂ",CV,555,4,1,0,5,25,5,0,30
BELIN,CV,1070,15,3,0,18,83,12,1,96
BELIN-VALE,CV,1054,6,4,0,10,202,14,0,216
BIXAD,CV,1423,25,1,0,26,97,2,0,99
BODOC,CV,945,8,6,0,14,28,7,0,35
ZĂLAN,CV,522,4,3,0,7,8,9,0,17
OLTENI,CV,528,5,3,0,8,27,5,0,32
"BOROŞNEU MIC",CV,1605,10,8,0,18,35,12,0,47
"DOBOLII DE SUS",CV,188,1,1,0,2,3,7,0,10
LEŢ,CV,517,0,1,0,1,3,7,0,10
ŢUFALĂU,CV,175,2,1,0,3,12,6,0,18
BRATEŞ,CV,463,2,0,0,2,16,10,0,26
TELECHIA,CV,458,5,1,0,6,8,5,0,13
PACHIA,CV,265,0,0,0,0,8,6,0,14
BRĂDUŢ,CV,724,11,0,0,11,31,2,0,33
TĂLIŞOARA,CV,611,5,2,0,7,41,5,0,46
DOBOŞENI,CV,1410,9,2,0,11,71,5,0,76
FILIA,CV,975,22,1,0,23,47,3,0,50
BREŢCU,CV,2041,42,1,0,43,171,10,0,181
MĂRTĂNUŞ,CV,618,13,5,0,18,66,15,0,81
OITUZ,CV,258,5,0,0,5,41,7,0,48
CATALINA,CV,1117,7,0,0,7,38,3,0,41
IMENI,CV,250,3,0,0,3,8,8,0,16
HĂTUICA,CV,386,4,2,0,6,23,9,0,32
MĂRTINENI,CV,505,2,6,0,8,8,7,0,15
MĂRCUŞA,CV,511,6,0,0,6,20,7,0,27
CERNAT,CV,2726,21,15,0,36,126,24,0,150
ALBIŞ,CV,335,4,0,0,4,19,12,0,31
ICAFALĂU,CV,213,5,4,0,9,30,6,0,36
CHICHIŞ,CV,870,17,4,0,21,53,8,0,61
BĂCEL,CV,444,18,3,0,21,87,14,0,101
COMANDĂU,CV,820,4,5,0,9,23,12,0,35
DALNIC,CV,740,7,4,0,11,21,6,0,27
DOBÎRLĂU,CV,885,21,5,0,26,109,26,0,135
"VALEA DOBÎRLĂULUI",CV,251,7,0,0,7,29,5,0,34
MĂRCUŞ,CV,332,21,5,0,26,141,39,0,180
"LUNCA MĂRCUŞULUI",CV,295,22,7,0,29,79,18,0,97
ESTELNIC,CV,668,18,5,0,23,53,16,0,69
"VALEA SCURTĂ",CV,206,3,5,0,8,22,10,0,32
GHELINŢA,CV,3925,29,0,0,29,243,9,0,252
HARALE,CV,199,0,0,0,0,23,7,0,30
GHIDFALĂU,CV,917,8,2,0,10,24,13,0,37
ANGHELUŞ,CV,538,7,1,0,8,22,3,0,25
ZOLTAN,CV,349,4,0,0,4,13,0,0,13
FOTOŞ,CV,300,1,0,0,1,4,2,0,6
HĂGHIG,CV,1363,25,9,0,34,126,17,0,143
IARĂŞ,CV,347,4,6,0,10,63,21,0,84
ILIENI,CV,877,12,3,0,15,50,6,0,56
SÎNCRAIU,CV,344,2,0,0,2,16,7,0,23
"DOBOLII DE JOS",CV,438,2,6,0,8,15,11,0,26
LEMNIA,CV,1559,17,0,0,17,86,13,0,99
MALNAŞ,CV,418,4,0,0,4,15,3,0,18
MALNAŞ-BĂI,CV,358,10,8,0,18,15,15,0,30
"VALEA ZĂLANULUI",CV,104,6,5,0,11,14,9,0,23
MERENI,CV,720,9,2,0,11,46,5,0,51
LUTOASA,CV,353,6,3,0,9,20,3,0,23
MICFALĂU,CV,1484,25,1,0,26,59,4,0,63
MOACŞA,CV,740,6,2,0,8,17,14,0,31
PĂDURENI,CV,261,5,6,0,11,10,12,0,22
OJDULA,CV,2715,21,1,0,22,130,10,0,140
HILIB,CV,205,4,7,0,11,33,7,0,40
OZUN,CV,2188,19,5,0,24,85,12,0,97
SÎNTIONLUNCA,CV,615,2,4,0,6,16,12,0,28
LISNĂU,CV,443,7,5,0,12,34,17,0,51
BICFALĂU,CV,281,3,1,0,4,9,3,0,12
MĂGHERUŞ,CV,87,2,3,0,5,8,7,0,15
"LUNCA OZUNULUI",CV,148,3,1,0,4,34,9,0,43
POIAN,CV,1011,10,0,0,10,86,3,0,89
BELANI,CV,392,5,5,0,10,49,6,0,55
RECI,CV,1167,6,5,0,11,18,9,0,27
ANINOASA,CV,334,1,3,0,4,6,7,0,13
BITA,CV,229,0,6,0,6,3,6,0,9
SACIOVA,CV,105,3,2,0,5,17,9,0,26
"SITA BUZĂULUI",CV,2935,111,37,0,148,508,64,0,572
ZĂBRĂTĂU,CV,445,14,8,0,22,116,11,0,127
CRASNA,CV,459,12,9,0,21,98,10,0,108
SÎNZIENI,CV,2210,11,11,0,22,157,13,0,170
"CAŞINU MIC",CV,225,1,1,0,2,24,3,0,27
PETRICENI,CV,746,5,6,0,11,15,6,0,21
"VALEA SEACĂ",CV,515,6,1,0,7,16,3,0,19
TURIA,CV,2896,13,5,0,18,80,17,0,97
ALUNGENI,CV,239,6,0,0,6,31,6,0,37
"VALEA CRIŞULUI",CV,1402,15,0,0,15,44,3,0,47
CALNIC,CV,430,1,1,0,2,22,3,0,25
"VALEA MARE",CV,935,19,5,0,24,154,15,0,169
ARACI,CV,1496,29,6,0,35,101,15,2,118
ARIUŞD,CV,360,10,4,0,14,42,13,0,55
HETEA,CV,241,5,0,0,5,41,0,0,41
VÎLCELE,CV,1006,47,15,0,62,176,43,0,219
VÎRGHIŞ,CV,1500,19,3,0,22,49,5,0,54
ZAGON,CV,3196,34,9,0,43,179,23,0,202
PĂPĂUŢI,CV,1026,17,7,0,24,61,13,0,74
ZĂBALA,CV,2796,30,7,0,37,151,32,0,183
TAMAŞFALĂU,CV,422,0,2,0,2,14,7,0,21
SURCEA,CV,502,7,0,0,7,15,3,0,18
PETENI,CV,121,0,1,0,1,12,6,0,18
TÎRGOVIŞTE,DB,76758,4639,364,146,5149,12285,962,148,13395
MORENI,DB,16991,943,72,20,1035,2575,197,20,2792
COSTEŞTI,DB,662,58,5,0,63,166,16,1,183
BEREVOEŞTI,DB,556,62,3,0,65,165,10,0,175
FIENI,DB,5264,324,14,1,339,879,48,7,934
GĂEŞTI,DB,12735,815,78,194,1087,2338,205,194,2737
PUCIOASA,DB,10406,657,152,1,810,1851,381,50,2282
DIACONEŞTI,DB,844,22,5,0,27,168,15,0,183
GLODENI,DB,1036,31,11,0,42,199,35,0,234
MALURILE,DB,105,16,2,0,18,48,7,0,55
PUCIOASA-SAT,DB,349,24,1,0,25,78,7,0,85
RĂCARI,DB,1695,195,59,84,338,692,145,87,924
GHERGANI,DB,604,56,25,30,111,201,60,87,348
MAVRODIN,DB,807,112,29,28,169,300,85,28,413
GHIMPAŢI,DB,636,84,25,0,109,295,83,35,413
COLACU,DB,709,92,45,70,207,219,69,70,358
SĂBIEŞTI,DB,637,200,73,41,314,323,122,44,489
TITU,DB,8415,610,60,0,670,2044,184,0,2228
ANINOASA,DB,2006,123,16,0,139,496,53,0,549
VIFORÎTA,DB,1997,199,31,18,248,524,69,18,611
SĂTENI,DB,1288,133,4,0,137,340,25,0,365
BĂLENI-ROMÂNI,DB,3004,110,11,0,121,741,35,0,776
BĂLENI-SÎRBI,DB,3684,153,16,1,170,1450,66,1,1517
"GURA BĂRBULEŢULUI",DB,461,55,21,0,76,170,88,0,258
BĂRBULEŢU,DB,1350,77,6,0,83,533,55,0,588
BEZDEAD,DB,2926,59,14,0,73,346,48,0,394
MĂGURA,DB,838,70,14,0,84,178,37,0,215
BILCIUREŞTI,DB,1480,162,43,0,205,583,104,0,687
BRANIŞTEA,DB,2356,157,21,0,178,673,77,0,750
DÎMBOVICIOARA,DB,882,59,6,0,65,235,19,0,254
SĂVEŞTI,DB,134,24,6,0,30,66,11,0,77
BRĂNEŞTI,DB,3608,236,33,0,269,811,96,0,907
BREZOAELE,DB,1113,162,18,0,180,510,100,0,610
BREZOAIA,DB,1794,246,36,8,290,738,104,8,850
BUCIUMENI,DB,1510,48,8,0,56,272,13,0,285
"DEALU MARE",DB,1192,45,6,0,51,231,24,0,255
"VALEA LEURZII",DB,1052,77,3,0,80,376,19,0,395
BUCŞANI,DB,2976,130,7,0,137,602,35,0,637
HĂBENI,DB,1136,47,2,0,49,258,15,0,273
RACOVIŢA,DB,1037,32,0,0,32,178,19,0,197
RĂŢOAIA,DB,396,24,3,0,27,134,11,0,145
BUTIMANU,DB,1425,131,35,0,166,494,124,0,618
LUCIANCA,DB,400,27,8,0,35,108,32,0,140
CIOCĂNEŞTI,DB,1654,52,14,0,66,248,38,0,286
DECINDEA,DB,397,11,9,0,20,104,19,0,123
URZICEANCA,DB,1172,63,27,0,90,383,97,0,480
VIZUREŞTI,DB,827,177,35,0,212,385,63,0,448
CÎNDEŞTI-VALE,DB,999,25,13,0,38,305,42,2,349
DRAGODĂNEŞTI,DB,1052,62,16,0,78,367,60,7,434
"CÎNDEŞTI DEAL",DB,170,2,5,0,7,51,21,0,72
"VALEA MARE",DB,108,7,2,0,9,55,22,0,77
MĂNĂSTIREA,DB,409,64,6,0,70,189,14,0,203
GHERGHIŢEŞTI,DB,924,86,6,0,92,348,50,0,398
MISLEA,DB,649,46,7,0,53,195,28,0,223
"FRASIN DEAL",DB,567,71,9,0,80,239,27,0,266
COJASCA,DB,1554,226,42,0,268,523,130,0,653
IAZU,DB,2075,313,8,0,321,716,25,0,741
FÎNTÎNELE,DB,1868,547,49,0,596,723,100,0,823
LAZURI,DB,1540,192,38,0,230,606,94,0,700
COMIŞANI,DB,2800,162,26,0,188,899,83,0,982
CONŢEŞTI,DB,1165,186,57,0,243,507,146,1,654
BOTENI,DB,703,111,22,3,136,272,54,7,333
BĂLTENI,DB,1489,201,37,0,238,577,79,0,656
"CORBII MARI",DB,1387,163,35,0,198,520,98,0,618
"VADU STANCHII",DB,365,27,11,0,38,131,28,0,159
PETREŞTI,DB,956,95,22,0,117,369,78,0,447
GROZĂVEŞTI,DB,1613,279,37,0,316,680,92,0,772
UNGURENI,DB,1503,196,25,0,221,591,70,0,661
"SATU NOU",DB,390,75,11,0,86,200,27,0,227
CORNĂŢELU,DB,299,64,35,0,99,154,76,2,232
BOLOVANI,DB,520,89,44,0,133,252,114,0,366
ALUNIŞU,DB,260,24,7,0,31,94,30,0,124
BUJOREANCA,DB,365,17,7,0,24,98,51,0,149
CĂTUNU,DB,678,71,20,0,91,222,86,0,308
CORNEŞTI,DB,1343,154,39,0,193,360,90,0,450
CRIVĂŢU,DB,210,10,4,0,14,63,25,0,88
FRASINU,DB,499,23,11,0,34,76,32,0,108
IBRIANU,DB,609,32,11,0,43,170,33,0,203
POSTÎRNACU,DB,697,23,10,0,33,82,21,0,103
UNGURENI,DB,699,33,3,0,36,107,9,0,116
"COSTEŞTII DIN VALE",DB,1689,305,22,0,327,588,42,0,630
TOMŞANI,DB,1041,164,36,0,200,351,62,0,413
CREVEDIA,DB,1918,106,38,0,144,386,139,0,525
DÎRZA,DB,1421,89,31,0,120,270,82,0,352
SAMURCAŞI,DB,1209,61,39,0,100,323,143,0,466
COCANI,DB,369,32,16,0,48,130,106,1,237
BĂDULEŞTI,DB,1144,135,34,0,169,414,93,0,507
"PĂTROAIA VALE",DB,902,107,22,0,129,269,68,0,337
VOIA,DB,559,121,9,0,130,288,33,0,321
DĂRMĂNEŞTI,DB,3001,158,12,0,170,690,67,0,757
"MĂRGINENII DE SUS",DB,887,55,6,0,61,265,29,0,294
DOBRA,DB,1460,241,13,0,254,727,66,6,799
MĂRCEŞTI,DB,1544,135,13,0,148,524,41,12,577
DOICEŞTI,DB,3927,205,12,1,218,712,46,1,759
DRAGODANA,DB,1327,83,22,5,110,276,36,7,319
BURDUCA,DB,1026,173,23,0,196,375,37,14,426
"PICIOR DE MUNTE",DB,3189,200,16,21,237,794,62,22,878
DRAGOMIREŞTI,DB,1752,100,8,0,108,547,21,0,568
DECINDENI,DB,2029,102,1,0,103,777,18,0,795
RÎNCĂCIOV,DB,1617,63,8,0,71,440,20,0,460
UNGURENI,DB,1073,61,4,0,65,231,11,0,242
MOGOŞEŞTI,DB,482,84,12,0,96,203,23,0,226
GEANGOEŞTI,DB,274,29,3,0,32,74,10,0,84
"FINTA MARE",DB,1042,25,6,0,31,135,14,0,149
BECHINEŞTI,DB,622,54,7,0,61,114,18,0,132
GHEBOAIA,DB,1728,150,12,0,162,471,42,0,513
GLODENI,DB,2817,138,10,1,149,534,19,1,554
LĂCULEŢE,DB,702,35,3,0,38,110,16,0,126
"GURA FOII",DB,1903,280,63,1,344,949,176,1,1126
"GURA OCNIŢEI",DB,2916,146,24,1,171,524,49,1,574
ADÎNCA,DB,1548,82,7,0,89,348,38,0,386
